name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic;
MATIAS,3091,11635,3.94,54646.1,11.82,0.86,8.92,0.21,0.98,77.21;
BOLAND,3092,11631,3.94,54650.04,91.7,2.18,0.86,0.43,1.51,3.31;
SPAIN,3093,11628,3.94,54653.99,73.07,20.06,0.64,1.01,2.46,2.74;
JAIN,3094,11626,3.94,54657.93,3.54,0.25,93.35,0.34,1.74,0.79;
COWART,3095,11621,3.94,54661.87,81.22,14.22,0.3,0.56,1.94,1.77;
BROTHERS,3096,11619,3.94,54665.81,79.12,15.6,0.48,0.71,2.01,2.07;
FINE,3097,11618,3.94,54669.74,91.71,2.01,1.67,0.65,1.64,2.32;
ALCARAZ,3098,11616,3.94,54673.68,3.19,0.21,3.37,0.23,0.22,92.77;
PULLIAM,3099,11613,3.94,54677.62,66.49,27.71,0.48,1.02,2.51,1.79;
BENNER,3100,11612,3.94,54681.56,94.4,1.27,0.47,0.62,1.07,2.17;
SCANLON,3101,11610,3.94,54685.49,95.41,0.42,0.75,0.22,1.11,2.09;
NOLASCO,3102,11609,3.94,54689.43,3.85,0.33,5.31,0.11,0.49,89.91;
MENENDEZ,3102,11609,3.94,54693.36,12.34,1.13,0.33,0.04,0.19,85.98;
WALLIS,3104,11594,3.93,54697.29,90.41,2.75,0.78,1.26,1.82,2.98;
JACOBO,3105,11590,3.93,54701.22,2.93,0.18,0.77,0.22,0.21,95.69;
BRANSON,3106,11587,3.93,54705.15,85.03,8.82,0.51,0.77,2.09,2.78;
SIMPKINS,3107,11585,3.93,54709.08,64.8,30.1,0.41,0.42,2.43,1.84;
RAMON,3108,11582,3.93,54713,10.83,1.25,1.29,3.07,0.42,83.15;
WHATLEY,3109,11579,3.93,54716.93,69.44,22.96,0.42,0.55,2.07,4.55;
LEWANDOWSKI,3110,11577,3.92,54720.85,95.59,0.41,0.54,0.22,1.18,2.06;
QUINONEZ,3111,11576,3.92,54724.78,3.7,0.35,0.32,0.14,0.17,95.33;
CEPEDA,3112,11572,3.92,54728.7,3.94,1.07,3.32,(S),(S),90.72;
WATTERS,3113,11569,3.92,54732.62,83.56,10.88,0.56,0.74,2.05,2.2;
BOTELLO,3113,11569,3.92,54736.55,6.41,0.16,0.13,0.21,0.17,92.92;
BARCLAY,3115,11568,3.92,54740.47,80.17,14.18,0.75,0.43,1.75,2.72;
GRISSOM,3116,11563,3.92,54744.39,78.03,16.82,0.36,0.66,1.86,2.27;
CADENA,3117,11560,3.92,54748.31,6.25,0.35,0.3,0.17,0.24,92.68;
CANFIELD,3117,11560,3.92,54752.22,94.12,1.11,0.64,0.36,1.6,2.17;
EDGE,3119,11556,3.92,54756.14,80.75,13.49,0.39,1.15,2,2.22;
COTA,3120,11554,3.92,54760.06,28.86,0.37,0.41,1.14,0.69,68.53;
PERRIN,3121,11550,3.92,54763.97,80.64,13.87,0.75,0.58,2.33,1.83;
MCADAMS,3122,11547,3.91,54767.89,86.31,8.59,0.46,0.72,1.86,2.06;
HARO,3122,11547,3.91,54771.8,8.62,0.57,1,0.22,0.3,89.3;
KEELER,3124,11546,3.91,54775.72,90.52,3.51,0.77,0.88,1.98,2.33;
PEREA,3124,11546,3.91,54779.63,10.83,0.42,1.97,0.89,0.36,85.54;
MENARD,3126,11543,3.91,54783.55,85.48,8.07,0.52,1.72,1.39,2.82;
RICCI,3127,11534,3.91,54787.46,93.02,0.51,0.61,0.13,0.94,4.79;
BURKHOLDER,3128,11532,3.91,54791.36,97.55,0.28,0.32,0.14,0.62,1.09;
POINDEXTER,3129,11531,3.91,54795.27,51.49,41.58,0.4,0.95,3.44,2.14;
COYNE,3130,11525,3.91,54799.18,95.36,0.3,0.67,0.3,1.45,1.92;
SHACKELFORD,3130,11525,3.91,54803.09,77.31,17.11,0.51,0.9,2.13,2.03;
ELLINGTON,3132,11522,3.91,54806.99,62.74,31,0.49,0.43,2.25,3.09;
KRIEGER,3133,11521,3.91,54810.9,95.04,0.58,0.65,0.3,1.26,2.16;
RIDLEY,3133,11521,3.91,54814.81,51.23,41.52,0.44,1.48,3.2,2.13;
TROUTMAN,3135,11519,3.91,54818.71,79.8,15.64,0.44,0.62,1.68,1.82;
TELLO,3136,11512,3.9,54822.61,8.54,0.58,0.69,0.23,0.3,89.65;
NIELSON,3137,11511,3.9,54826.52,93.88,0.78,0.72,0.58,1.43,2.6;
CARY,3138,11506,3.9,54830.42,81.99,12.62,0.61,0.54,1.74,2.5;
IRBY,3138,11506,3.9,54834.32,50.96,44.19,0.42,0.35,2.12,1.96;
RUELAS,3140,11505,3.9,54838.22,3.23,0.14,0.62,0.39,0.17,95.45;
GRIGSBY,3141,11501,3.9,54842.12,68.48,24.28,0.61,1.41,2.76,2.46;
PAULINO,3142,11500,3.9,54846.01,10.25,1.38,7.83,0.13,1.4,79;
MACIEL,3142,11500,3.9,54849.91,17.82,0.55,0.23,0.16,0.41,80.83;
STEFFEN,3144,11494,3.9,54853.81,95.58,0.3,0.71,0.23,1.24,1.93;
BLALOCK,3145,11493,3.9,54857.71,81.56,12.76,0.3,1.57,1.57,2.24;
LEVESQUE,3146,11490,3.9,54861.6,94.41,0.85,0.59,0.52,1.49,2.13;
FORSYTHE,3147,11489,3.89,54865.5,90.07,4.33,0.57,0.74,1.69,2.6;
NEWBY,3148,11483,3.89,54869.39,70.63,23.76,0.57,0.66,2.28,2.1;
LOR,3149,11479,3.89,54873.28,1.4,(S),96.59,(S),1.14,0.6;
SAMPLE,3150,11471,3.89,54877.17,68.43,25.25,0.66,0.46,2.44,2.75;
BARBEE,3151,11470,3.89,54881.06,71.34,23.04,0.47,0.69,2.29,2.16;
BUTTERFIELD,3152,11468,3.89,54884.95,90.89,3.14,0.76,0.95,2.14,2.13;
FRANZ,3153,11462,3.89,54888.83,94.04,0.38,0.99,0.32,1.02,3.25;
KEANE,3154,11459,3.88,54892.72,92.66,1.55,1.34,0.17,1.68,2.58;
GOOCH,3155,11453,3.88,54896.6,75.32,19.51,0.88,0.52,1.73,2.04;
BAUMGARTNER,3156,11448,3.88,54900.48,95.13,0.46,0.65,0.37,1.46,1.94;
DEVORE,3157,11445,3.88,54904.36,86.01,6.47,0.53,1.14,1.73,4.12;
HYMAN,3158,11436,3.88,54908.24,61.91,32.68,0.53,0.28,1.72,2.88;
WENZEL,3159,11432,3.88,54912.11,95.49,0.34,0.68,0.23,1.16,2.1;
JANSSEN,3160,11423,3.87,54915.98,95.33,0.28,0.64,0.33,1.13,2.29;
LAUER,3161,11414,3.87,54919.85,95.72,0.3,0.69,0.13,1.04,2.12;
GRESHAM,3162,11412,3.87,54923.72,61.48,33.18,0.45,0.38,2.26,2.26;
FENNELL,3163,11410,3.87,54927.59,65.96,28.44,0.39,0.37,2.03,2.8;
VEST,3164,11405,3.87,54931.46,91.29,3.72,0.31,1.03,1.53,2.13;
SCHMID,3165,11400,3.86,54935.32,95.47,0.23,0.84,0.36,1.15,1.95;
GROGAN,3165,11400,3.86,54939.19,87.8,7.28,0.56,0.58,1.69,2.09;
RUPP,3167,11399,3.86,54943.05,95.31,0.34,0.69,0.23,1.29,2.14;
CORRIGAN,3168,11396,3.86,54946.91,95.1,0.37,0.68,0.14,1.22,2.48;
BREEDEN,3169,11395,3.86,54950.78,88.82,6.28,0.42,0.59,2.03,1.86;
GOSSETT,3170,11389,3.86,54954.64,86.92,7.77,0.37,0.76,1.81,2.38;
CAUSEY,3171,11387,3.86,54958.5,74.3,21.63,0.39,0.39,1.69,1.6;
WAUGH,3171,11387,3.86,54962.36,85.52,9.06,0.58,0.83,1.87,2.14;
ROUSH,3173,11386,3.86,54966.22,96.44,0.26,0.51,0.3,1.26,1.22;
ZAMUDIO,3174,11384,3.86,54970.08,4.35,0.14,0.58,0.13,0.12,94.68;
MANCINI,3175,11382,3.86,54973.94,94.68,0.39,0.52,0.1,0.82,3.5;
WITHERS,3176,11381,3.86,54977.79,73.81,20.47,0.62,0.52,2.17,2.41;
SISSON,3177,11380,3.86,54981.65,90.48,4.16,0.59,0.77,1.92,2.07;
PEPPER,3178,11374,3.86,54985.51,89.09,5.15,0.71,0.62,1.9,2.53;
CHOATE,3179,11372,3.86,54989.36,89.69,3.15,0.6,1.76,2.32,2.49;
TOLENTINO,3180,11371,3.85,54993.22,5.46,0.56,44.26,0.11,4.49,45.12;
WHELAN,3181,11363,3.85,54997.07,95.07,0.39,0.68,0.2,1.22,2.44;
YAN,3182,11354,3.85,55000.92,2.97,(S),94.06,(S),1.07,1.33;
MCNEELY,3183,11350,3.85,55004.77,84.03,10.65,0.55,0.57,1.96,2.25;
CORRALES,3184,11348,3.85,55008.61,5.3,0.3,3.56,0.4,0.34,90.1;
MURRELL,3185,11347,3.85,55012.46,53.52,40.58,0.38,0.4,2.68,2.44;
BROWNLEE,3186,11344,3.85,55016.31,58.17,37.42,0.57,0.31,1.74,1.79;
FULTZ,3187,11342,3.85,55020.15,85.05,10.34,0.34,0.52,1.99,1.76;
HARLAN,3188,11339,3.84,55024,83.72,8.54,0.93,2.09,2.05,2.66;
LINDQUIST,3189,11337,3.84,55027.84,94.4,0.75,0.73,0.43,1.68,2.01;
GOODEN,3190,11335,3.84,55031.68,31.87,61.99,0.3,1.09,2.3,2.45;
WHITESIDE,3191,11334,3.84,55035.52,64.22,29.37,0.63,0.39,2.78,2.61;
GARDINER,3192,11331,3.84,55039.36,85.54,9.12,0.6,0.47,1.71,2.56;
RODAS,3193,11327,3.84,55043.2,7.12,0.39,0.74,0.13,0.25,91.37;
HAGGERTY,3194,11320,3.84,55047.04,88.72,6.35,0.49,0.36,1.73,2.34;
SHULER,3195,11315,3.84,55050.88,69.76,26.02,0.38,0.54,1.51,1.79;
GARVEY,3196,11307,3.83,55054.71,89.63,5.24,0.86,0.32,1.48,2.47;
CARDOSO,3197,11304,3.83,55058.54,33.53,6.02,0.96,0.14,0.68,58.66;
CARMAN,3198,11302,3.83,55062.37,89.97,2.65,0.89,1.34,2,3.15;
NETTLES,3198,11302,3.83,55066.21,57.08,38.3,0.36,0.4,1.94,1.92;
BURDETTE,3200,11284,3.83,55070.03,87.73,7.13,0.33,0.79,1.71,2.32;
VILLAGOMEZ,3201,11282,3.82,55073.86,3.05,0.23,2.18,0.06,0.46,94.02;
APODACA,3202,11280,3.82,55077.68,12.5,0.26,0.44,1.24,0.52,85.04;
ROYER,3203,11279,3.82,55081.5,92.4,2.88,0.58,0.48,1.35,2.31;
COLBY,3204,11278,3.82,55085.33,93.16,1.63,0.8,0.47,1.7,2.23;
DAILY,3205,11276,3.82,55089.15,85.08,8.86,0.73,0.61,1.95,2.77;
HAMMONS,3206,11273,3.82,55092.97,84.56,9.1,0.33,1.75,2.15,2.12;
PEMBERTON,3207,11272,3.82,55096.79,78.14,15.03,0.35,1.67,2.05,2.76;
WELLMAN,3208,11260,3.82,55100.61,92.21,3.27,0.4,0.67,1.43,2.02;
MONTAGUE,3209,11258,3.82,55104.43,66.1,27.51,0.6,0.84,2.07,2.89;
GASPAR,3210,11251,3.81,55108.24,25.9,0.68,6,0.33,1.67,65.42;
PAULSEN,3211,11243,3.81,55112.05,94.45,0.36,0.83,0.71,1.43,2.21;
HARWOOD,3212,11238,3.81,55115.86,92.03,1.25,0.54,1.71,1.46,3.02;
CASTELLANO,3212,11238,3.81,55119.67,51.38,0.42,2.68,0.15,1.16,44.22;
VICTOR,3214,11234,3.81,55123.48,46.96,30.97,4.84,3.12,2.58,11.52;
STANFIELD,3215,11229,3.81,55127.29,80.47,13.97,0.61,0.47,1.97,2.5;
BRONSON,3215,11229,3.81,55131.09,75.69,18.27,0.69,0.63,2.14,2.59;
RUVALCABA,3217,11220,3.8,55134.9,1.68,0.08,0.08,0.15,0.06,97.95;
NEWSOM,3218,11218,3.8,55138.7,75.31,18.24,0.63,0.84,2.27,2.71;
SHIPP,3219,11217,3.8,55142.5,69.7,24.79,0.54,0.64,2.12,2.2;
WREN,3220,11211,3.8,55146.3,75.97,18.1,0.62,0.71,2.19,2.41;
DAO,3220,11211,3.8,55150.1,1.71,0.88,94.37,0.08,1.92,1.03;
SAGE,3222,11207,3.8,55153.9,89.42,1.53,0.85,3.23,1.96,3.02;
BROCKMAN,3223,11204,3.8,55157.7,87.09,7.91,0.64,0.52,1.62,2.22;
NINO,3224,11202,3.8,55161.5,8.37,0.54,1.99,0.27,0.38,88.45;
PARENT,3225,11193,3.79,55165.29,92.7,1.9,0.74,0.89,1.77,1.99;
LENZ,3226,11191,3.79,55169.09,94.62,0.48,0.74,0.31,1.26,2.58;
KECK,3227,11186,3.79,55172.88,94.38,0.84,0.59,0.5,1.43,2.26;
HOUGHTON,3228,11184,3.79,55176.67,92.52,2.07,0.5,0.76,1.69,2.46;
NOE,3229,11182,3.79,55180.46,90.87,0.78,1.82,0.55,1.71,4.27;
BUNN,3230,11180,3.79,55184.25,80.5,14.09,1.04,0.55,2.08,1.74;
SOUTH,3231,11178,3.79,55188.04,88.15,6.03,0.87,0.49,1.87,2.59;
KOPP,3232,11175,3.79,55191.83,95.7,0.21,0.66,0.23,1.37,1.83;
SNOWDEN,3233,11171,3.79,55195.62,59.77,34.38,0.35,0.48,2.98,2.03;
MARTELL,3234,11158,3.78,55199.4,65.51,1.85,0.63,2.89,1.76,27.37;
BRUNS,3234,11158,3.78,55203.18,95.01,1.34,0.5,0.32,0.99,1.83;
BOYLES,3236,11156,3.78,55206.96,88,6.14,0.76,0.64,2.23,2.23;
CAMARENA,3237,11154,3.78,55210.75,3.69,0.17,0.17,0.19,0.17,95.61;
MOE,3238,11150,3.78,55214.53,85.08,2.92,7.45,0.39,2.22,1.94;
HERZOG,3239,11146,3.78,55218.3,95.75,0.37,0.49,0.13,1.09,2.17;
KIEFER,3240,11141,3.78,55222.08,95.07,0.21,0.67,0.22,1.28,2.55;
CLARY,3241,11139,3.78,55225.86,86.34,8.44,0.54,0.6,1.91,2.17;
AYRES,3241,11139,3.78,55229.63,88.45,5.85,0.6,0.4,1.91,2.78;
AMIN,3243,11137,3.78,55233.41,15.28,7.33,70.93,0.25,4.46,1.75;
WARDEN,3244,11135,3.77,55237.18,87.74,5.33,0.51,0.91,2.51,3;
MUIR,3245,11130,3.77,55240.96,88.31,5.76,0.83,0.46,1.52,3.13;
SAMSON,3246,11123,3.77,55244.73,62.88,9,20.72,0.76,3.39,3.25;
EZELL,3247,11121,3.77,55248.5,68.96,26.5,0.31,0.57,1.83,1.84;
SWITZER,3248,11114,3.77,55252.27,90.96,3.65,0.67,0.43,1.66,2.63;
PARDO,3249,11104,3.76,55256.03,20.48,1.52,1.88,0.14,0.51,75.46;
MULLIN,3250,11103,3.76,55259.79,91.44,3.14,0.46,0.81,1.86,2.29;
ELLER,3250,11103,3.76,55263.56,93.57,1.48,0.54,0.98,1.41,2.02;
INFANTE,3252,11102,3.76,55267.32,14.59,0.39,4.07,0.13,0.26,80.56;
KROLL,3253,11098,3.76,55271.08,94.5,0.42,0.81,0.35,1.55,2.36;
RIVERO,3254,11096,3.76,55274.85,9.02,0.78,2.14,0.1,0.35,87.61;
SAUCEDA,3255,11093,3.76,55278.61,6.08,0.48,0.41,0.28,0.31,92.44;
ZIELINSKI,3256,11087,3.76,55282.36,95.82,0.33,0.52,0.14,1.03,2.16;
JEFFREY,3257,11085,3.76,55286.12,76.72,16.58,0.94,0.38,2.14,3.25;
RAGAN,3258,11081,3.76,55289.88,88.48,2.68,4.12,0.58,1.53,2.61;
BOSTIC,3259,11079,3.76,55293.63,52.61,42.76,0.23,0.46,2.19,1.74;
KREBS,3260,11067,3.75,55297.39,95.84,0.24,0.48,0.27,1.26,1.91;
CAMARILLO,3261,11066,3.75,55301.14,4.67,0.32,2.1,0.2,0.56,92.16;
URENA,3261,11066,3.75,55304.89,3.54,0.54,0.44,0.17,0.17,95.13;
PEEK,3263,11062,3.75,55308.64,84.67,10.11,0.45,0.53,2,2.24;
SEELEY,3264,11061,3.75,55312.39,92.43,1.87,0.68,0.93,1.98,2.11;
STRAND,3265,11051,3.75,55316.14,90.32,4.94,0.59,0.43,1.62,2.1;
WYMAN,3265,11051,3.75,55319.88,91.37,3.13,0.81,0.89,1.41,2.4;
GROOMS,3267,11045,3.74,55323.63,77.58,17.19,0.3,1.29,2.18,1.45;
BEERS,3268,11043,3.74,55327.37,94.6,0.34,0.54,0.43,1.63,2.45;
BARBA,3268,11043,3.74,55331.11,19.36,0.45,3.69,0.09,0.53,75.87;
FREITAS,3270,11041,3.74,55334.86,80.17,1.77,3.6,0.26,5.98,8.21;
BYRNES,3271,11039,3.74,55338.6,95.33,0.51,0.6,0.34,1.29,1.95;
NESS,3272,11037,3.74,55342.34,93.88,0.85,1,0.73,1.61,1.93;
ESTEVEZ,3273,11032,3.74,55346.08,5.55,0.44,0.38,0.05,0.16,93.42;
ALANIS,3274,11029,3.74,55349.82,4.65,0.28,0.29,0.16,0.12,94.5;
MORLEY,3275,11028,3.74,55353.56,91.24,3.36,0.63,0.48,1.4,2.89;
KEEFE,3275,11028,3.74,55357.3,95.45,0.26,0.68,0.28,1.31,2.01;
LLAMAS,3275,11028,3.74,55361.03,4.33,0.28,3.78,0.07,0.24,91.29;
BRACKETT,3278,11027,3.74,55364.77,83.24,10.69,0.53,1.29,2.03,2.22;
LIVELY,3279,11026,3.74,55368.51,87.93,6.79,0.56,0.54,1.84,2.34;
LEAHY,3280,11014,3.73,55372.24,95.41,0.3,0.63,0.21,1.21,2.24;
SELL,3280,11014,3.73,55375.98,95.05,0.64,0.95,0.39,1,1.96;
MORTENSEN,3282,11013,3.73,55379.71,93.48,0.37,0.92,0.3,1.53,3.4;
DOMINGO,3283,11012,3.73,55383.45,7.95,2.25,55.38,1.18,6.05,27.19;
FANNING,3284,11007,3.73,55387.18,88.27,6.54,0.46,0.88,1.84,2.01;
PALUMBO,3285,11005,3.73,55390.91,94.91,0.32,0.65,0.05,0.98,3.09;
HARTMANN,3286,11000,3.73,55394.64,95.03,0.32,0.91,0.22,1.32,2.21;
DIAL,3287,10997,3.73,55398.36,67.35,12.17,1.67,9.48,2.06,7.27;
PINO,3288,10993,3.73,55402.09,28.27,1.54,1.81,7.28,0.76,60.34;
NEEDHAM,3289,10983,3.72,55405.81,90.39,3.48,0.97,1.4,1.53,2.23;
WHEAT,3290,10979,3.72,55409.54,81.59,12.55,0.52,0.62,2.19,2.53;
TSAI,3291,10968,3.72,55413.25,1.75,(S),94.57,(S),2.86,0.67;
NAGLE,3292,10963,3.72,55416.97,93.53,0.69,2.13,0.2,1.35,2.1;
SIFUENTES,3293,10954,3.71,55420.68,4.63,0.19,0.16,0.15,0.15,94.72;
HAMEL,3294,10944,3.71,55424.39,93.41,1.2,0.63,0.62,1.82,2.32;
LANDEROS,3295,10934,3.71,55428.1,3.59,0.18,0.11,0.15,0.12,95.86;
MASSIE,3296,10920,3.7,55431.8,81.9,12.29,0.61,0.36,2.2,2.64;
PEDROZA,3297,10918,3.7,55435.5,4.6,0.18,0.33,0.14,0.16,94.59;
MOREY,3298,10894,3.69,55439.2,91.08,1.24,1.06,0.8,1.54,4.29;
LARIOS,3299,10887,3.69,55442.89,3.68,0.19,0.48,0.19,0.14,95.32;
DEES,3299,10887,3.69,55446.58,79.64,15.05,0.51,1.1,1.94,1.76;
BRANT,3301,10886,3.69,55450.27,84.82,8.63,0.46,2.06,1.81,2.22;
CARVALHO,3302,10877,3.69,55453.96,76.84,4.96,4.12,0.12,5.31,8.64;
MIGUEL,3303,10861,3.68,55457.64,13.31,3.11,13.72,4.9,2.73,62.23;
AGEE,3304,10857,3.68,55461.32,68.96,25.85,0.42,0.43,2.49,1.84;
ELROD,3305,10851,3.68,55465,93.53,2.35,0.29,0.69,1.42,1.72;
MCLEMORE,3306,10850,3.68,55468.68,63.44,28.56,0.43,1.87,3.32,2.38;
KUNTZ,3307,10848,3.68,55472.35,95.42,0.52,0.55,0.6,1.24,1.67;
PAK,3308,10846,3.68,55476.03,3.78,(S),92.02,(S),3.1,0.88;
OTOOLE,3309,10842,3.68,55479.71,95.31,0.46,0.68,0.15,0.98,2.43;
HARDWICK,3310,10841,3.68,55483.38,75.12,19.27,0.48,0.99,2.05,2.09;
SKIDMORE,3310,10841,3.68,55487.06,92.55,2.14,0.43,1.53,1.35,2;
SEIBERT,3312,10826,3.67,55490.73,95.1,1.05,0.56,0.25,1.03,2;
WORRELL,3313,10821,3.67,55494.4,71.56,22.22,0.95,0.43,1.74,3.11;
BRISENO,3313,10821,3.67,55498.06,4.86,0.2,0.25,0.33,0.14,94.21;
NOLEN,3315,10820,3.67,55501.73,78.19,16.42,0.59,0.53,2.17,2.1;
HARDESTY,3316,10817,3.67,55505.4,92.38,2.24,0.67,0.43,1.88,2.41;
PAULEY,3317,10809,3.66,55509.06,92.45,3.1,0.44,0.47,1.33,2.2;
HADDAD,3318,10804,3.66,55512.73,90.25,1.02,0.85,0.11,4.04,3.73;
REITER,3319,10802,3.66,55516.39,94.99,0.22,0.68,0.8,1.23,2.08;
DUNAWAY,3320,10798,3.66,55520.05,91.2,4.22,0.65,0.36,1.61,1.95;
VAN,3320,10798,3.66,55523.71,22.18,6.3,67.23,0.39,2.1,1.81;
ROBINS,3322,10797,3.66,55527.37,75.19,18.78,1,0.45,2.32,2.26;
LANEY,3323,10796,3.66,55531.03,82.92,11.81,0.46,0.79,2.02,2;
CUSTER,3324,10790,3.66,55534.69,93.41,1.57,0.61,1.01,1.49,1.91;
GAITHER,3324,10790,3.66,55538.35,55.35,38.57,0.39,0.65,2.7,2.34;
VICENTE,3326,10789,3.66,55542,11.07,2.54,9.55,2.11,1.1,73.63;
WOLFORD,3326,10789,3.66,55545.66,91.83,3.51,0.78,0.38,1.57,1.93;
DANNER,3328,10786,3.66,55549.32,83.91,10.85,0.53,0.49,2.01,2.21;
GATLIN,3329,10785,3.66,55552.97,66.1,28.28,0.33,0.54,2.12,2.62;
DUNNING,3330,10784,3.66,55556.63,80.64,13.82,0.49,0.7,2.1,2.25;
SALCIDO,3331,10776,3.65,55560.28,6.59,0.32,0.22,1.15,0.25,91.46;
WILDE,3332,10766,3.65,55563.93,94.64,0.64,0.54,0.67,1.17,2.34;
SOMERS,3333,10762,3.65,55567.58,91.29,2.56,1.25,0.46,1.58,2.85;
DELAGARZA,3334,10759,3.65,55571.23,7.63,0.13,0.23,0.16,0.16,91.69;
PLUNKETT,3335,10758,3.65,55574.87,85.34,8.47,1.13,0.58,2.13,2.35;
MCCLOSKEY,3336,10756,3.65,55578.52,93.73,0.58,0.67,1.46,1.19,2.37;
MENDIOLA,3337,10752,3.65,55582.17,6.64,0.31,14.69,0.15,3.02,75.19;
MEDLIN,3338,10750,3.64,55585.81,90.5,4.78,0.28,0.68,1.75,2.01;
MILLAN,3339,10733,3.64,55589.45,11.26,0.6,3.37,0.11,0.47,84.19;
BOEHM,3340,10730,3.64,55593.09,95.81,0.24,0.56,0.3,1.11,1.99;
MARR,3341,10724,3.64,55596.72,88.34,4.26,1.91,0.64,2.02,2.82;
DRURY,3342,10721,3.63,55600.36,94.73,0.42,0.45,0.63,1.46,2.3;
LENNON,3343,10720,3.63,55603.99,79.9,14.5,0.69,0.29,1.86,2.77;
MARCH,3344,10719,3.63,55607.62,77.95,16.06,0.68,0.41,2.11,2.79;
HORAN,3345,10711,3.63,55611.26,92.4,0.68,0.54,0.19,1.15,5.04;
CHRISTENSON,3346,10707,3.63,55614.89,94.1,0.53,0.66,0.64,1.64,2.42;
ARANA,3347,10698,3.63,55618.51,12.87,1.62,3.9,0.1,1.39,80.12;
JOSE,3348,10697,3.63,55622.14,15.07,2.56,36.92,5.95,2.09,37.4;
BEAULIEU,3349,10695,3.63,55625.76,88.75,2.69,0.7,3.94,1.96,1.95;
BONE,3350,10692,3.62,55629.39,83.82,8.54,1.03,0.71,1.66,4.24;
FENG,3351,10687,3.62,55633.01,1.89,(S),96.4,(S),1.06,0.41;
ENG,3352,10682,3.62,55636.63,13.5,(S),77.38,(S),5.96,2.79;
FARROW,3353,10672,3.62,55640.25,65.94,27.46,0.52,1.09,2.87,2.13;
ISLAM,3354,10670,3.62,55643.87,3.43,3.89,87.78,0.49,3.33,1.09;
STOWE,3355,10668,3.62,55647.48,84.15,10.25,0.64,0.54,1.84,2.58;
OLGUIN,3356,10660,3.61,55651.1,6.83,0.38,0.29,0.99,0.38,91.12;
YOUNGER,3357,10658,3.61,55654.71,64.46,28.15,0.8,0.6,2.96,3.04;
TORO,3358,10650,3.61,55658.32,14.92,1.08,0.69,0.86,0.56,81.88;
KITCHENS,3359,10647,3.61,55661.93,82.76,12.23,0.49,0.57,1.73,2.23;
LIBBY,3360,10631,3.6,55665.54,94.43,0.9,0.64,0.84,1.48,1.71;
CLAWSON,3360,10631,3.6,55669.14,92.85,2.32,0.54,0.98,1.38,1.93;
CRIDER,3362,10621,3.6,55672.74,89.82,5.6,0.56,0.31,1.96,1.75;
NEWKIRK,3363,10620,3.6,55676.34,60.99,33.74,0.39,0.49,2.29,2.11;
MALCOLM,3364,10618,3.6,55679.94,65.17,29.83,0.41,0.7,1.7,2.19;
MONTENEGRO,3365,10606,3.6,55683.53,6.89,0.45,3.43,0.14,0.51,88.57;
GULLEY,3366,10605,3.6,55687.13,57.77,37.01,0.34,0.49,2.37,2.03;
MAPLES,3367,10603,3.59,55690.72,89.04,5.9,0.35,0.82,1.9,1.99;
GALARZA,3368,10601,3.59,55694.32,5.51,0.75,0.32,0.12,0.26,93.04;
WENGER,3369,10596,3.59,55697.91,96.36,0.4,0.45,0.16,1.04,1.59;
ZELLER,3370,10595,3.59,55701.5,94.93,0.5,0.49,0.36,1.28,2.44;
CARBONE,3371,10591,3.59,55705.09,93.2,0.37,0.54,0.31,1.03,4.55;
MAXEY,3372,10584,3.59,55708.68,73.2,20.36,0.64,0.91,2.5,2.39;
NARVAEZ,3373,10579,3.59,55712.27,5.13,0.62,3.02,0.1,0.45,90.66;
PENG,3374,10575,3.58,55715.85,2.61,0.38,76.04,0.05,1.24,19.69;
PICHARDO,3375,10572,3.58,55719.44,3.42,0.58,0.22,0.21,0.09,95.49;
STEPP,3376,10571,3.58,55723.02,90.4,4.76,0.4,0.86,1.89,1.69;
FLOREZ,3377,10570,3.58,55726.6,9.39,0.56,0.82,0.72,0.45,88.05;
TERRAZAS,3378,10569,3.58,55730.19,5.29,0.21,0.25,0.46,0.18,93.61;
AHN,3379,10567,3.58,55733.77,3.44,0.14,93.82,0,2.21,0.39;
MCINTIRE,3380,10566,3.58,55737.35,92.27,2.28,0.51,0.79,1.61,2.55;
PULLEN,3381,10565,3.58,55740.93,78.03,16.79,0.5,0.56,1.86,2.25;
PHELAN,3382,10562,3.58,55744.51,92.98,1.3,0.64,0.77,1.44,2.87;
PARRY,3383,10555,3.58,55748.09,90.79,3.21,1.15,0.41,1.77,2.67;
CHARLTON,3383,10555,3.58,55751.67,79.64,14.89,0.63,0.49,1.98,2.37;
VAIL,3385,10554,3.58,55755.25,86.42,4.94,1.02,0.44,1.96,5.22;
SCHROCK,3386,10549,3.58,55758.82,95.94,0.62,0.37,0.47,1.2,1.39;
HILLER,3387,10546,3.58,55762.4,87.02,7.98,0.46,0.33,1.56,2.64;
IGLESIAS,3387,10546,3.58,55765.97,8.03,0.45,3.09,0.08,0.48,87.87;
BAYER,3389,10544,3.57,55769.55,94.79,0.68,0.71,0.11,0.93,2.77;
SAGER,3390,10541,3.57,55773.12,92.54,2.12,1.32,0.33,1.72,1.97;
KINDER,3391,10539,3.57,55776.69,90.32,4.72,0.74,0.48,1.42,2.32;
KOONTZ,3392,10538,3.57,55780.27,93,2.87,0.49,0.41,1.59,1.64;
CEDILLO,3392,10538,3.57,55783.84,3.55,0.12,0.38,0.14,0.15,95.65;
